News Highlights,Publisher Name,Publisher Gmail,Publisher Twitter,News URL,Date,News Image
US wants more freedom on use of EU air passenger data,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/22662,"BRUSSELS, 17. OCT 2006, 17:40",https://media.euobserver.com/bc8bb8c5920dff410d82087a041c131a-800x.jpg
EU and US strike deal on air passenger data,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/22590,"6. OCT 2006, 17:15",https://media.euobserver.com/ccc2abddc471f9eb8cc77d9465f4c578-800x.jpg
EU clinches air data deal with US,MARK BEUNDERMAN,none,none,https://euobserver.com/tickers/104758,"6. OCT 2006, 12:17",none
Finance chiefs blame 9/11 for EU bank snoop affair,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/22565,"BRUSSELS, 4. OCT 2006, 14:54",none
Transatlantic air travel left in legal limbo,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/22539,"2. OCT 2006, 09:57",none
EU law violated in US banking data transfer scandal,HELENA SPONGENBERG,none,none,https://euobserver.com/news/22532,"29. SEP 2006, 09:59",none
Brussels needles Finland in EU transparency push,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/eu-political/22472,"BRUSSELS, 21. SEP 2006, 17:37",none
This WEEK in the European Union,HONOR MAHONY,none,none,https://euobserver.com/agenda/22371,"BRUSSELS, 8. SEP 2006, 17:36",none
Pressure looms over controversial EU-US air data deal,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/22368,"8. SEP 2006, 09:58",none
Germany warming up to EU farm aid transparency,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/green-economy/22311,"BRUSSELS, 31. AUG 2006, 17:40",https://media.euobserver.com/3cc16ea3e0743c5ffc538a7e134a09af-800x.jpg
Brussels unveils plan to use fingerprints on EU passports,ALEANDER BALZAN,none,none,https://euobserver.com/rule-of-law/21986,"BRUSSELS, 29. JUN 2006, 17:44",none
European Central Bank knew about US data access,HELENA SPONGENBERG,none,none,https://euobserver.com/news/21984,"29. JUN 2006, 09:58",none
Belgium to probe US monitoring of international money transfers,HELENA SPONGENBERG,none,none,https://euobserver.com/world/21963,"27. JUN 2006, 09:58",none
EU ready to sign up for revised air data deal,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/21765,"BRUSSELS, 2. JUN 2006, 17:54",none
Air data ruling could affect data retention law dispute,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/21727,"BRUSSELS, 31. MAY 2006, 12:20",https://media.euobserver.com/4ff204c101df9bb639ec24a01763a2cf-800x.jpg
Court annuls EU-US data sharing agreement,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/21724,"BRUSSELS, 30. MAY 2006, 11:50",https://media.euobserver.com/f8b0c39283793df785f00e027498ed70-800x.jpg
EU court rules data deal with US illegal,LUCIA KUBOSOVA,none,none,https://euobserver.com/tickers/104480,"30. MAY 2006, 11:19",none
This WEEK in the European Union,TERESA KÜCHLER,none,none,https://euobserver.com/agenda/21698,"28. MAY 2006, 19:56",none
Germany to open Holocaust archives,LUCIA KUBOSOVA,none,none,https://euobserver.com/eu-political/21390,"19. APR 2006, 11:01",none
"Biometrics are not reliable, says EU data protecton expert",TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/21139,"16. MAR 2006, 10:31",none
EU passes controversial data retention law,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20961,"BRUSSELS, 22. FEB 2006, 09:56",https://media.euobserver.com/4ff204c101df9bb639ec24a01763a2cf-800x.jpg
The new Schengen Information System - Anybody in control?,SIMON PLANZER,none,none,https://euobserver.com/opinion/20525,"20. DEC 2005, 14:06",none
Ireland to contest data retention law at EU Court,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20548,"14. DEC 2005, 18:44",none
Arguments continue on eve of data retention D-day,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20540,"BRUSSELS, 13. DEC 2005, 19:36",none
Data retention rift continues to bubble,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20504,"8. DEC 2005, 09:54",none
Brussels clinches data retention deal,TERESA KÜCHLER,none,none,https://euobserver.com/news/20471,"BRUSSELS, 2. DEC 2005, 19:29",https://media.euobserver.com/4ff204c101df9bb639ec24a01763a2cf-800x.jpg
EU ministers shape counter-terror strategy in Brussels,TERESA KÜCHLER,none,none,https://euobserver.com/news/20454,"1. DEC 2005, 10:43",none
Music-biz wants in on EU data retention laws,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20430,"29. NOV 2005, 09:56",none
"No EU air data to US, says top judge",TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20388,"BRUSSELS, 22. NOV 2005, 17:47",none
This WEEK in the European Union,MARK BEUNDERMAN,none,none,https://euobserver.com/agenda/20366,"18. NOV 2005, 17:46",none
Germany introduces US-required biometric passport,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20230,"2. NOV 2005, 10:42",none
EU justice ministers agree compromise on data retention,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20083,"BRUSSELS, 13. OCT 2005, 17:29",https://media.euobserver.com/d17813e0f74530135b4d50ac964c6f00-800x.jpg
Brussels seeks to soothe nerves on data exchange,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/20010,"BRUSSELS, 5. OCT 2005, 09:52",https://media.euobserver.com/af10d8030566f9a317cc893e5a7e3f13-800x.jpg
Commission proposes competing data retention law,MARK BEUNDERMAN,none,none,https://euobserver.com/rule-of-law/19909,"BRUSSELS, 21. SEP 2005, 17:44",https://media.euobserver.com/5c958b886740e6f207bc2bfa23058d24-800x.jpg
EU moves slowly ahead with data retention law,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/19836,"BRUSSELS, 9. SEP 2005, 15:57",https://media.euobserver.com/4ff204c101df9bb639ec24a01763a2cf-800x.jpg
Britain calls for change to European Convention on Human Rights,TERESA KÜCHLER,none,none,https://euobserver.com/rule-of-law/19822,"BRUSSELS, 8. SEP 2005, 09:42",none
Data-retention moves worry MEPs,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/19799,"STRASBOURG, 6. SEP 2005, 08:52",none
UK seeks to fast-track EU anti-terror data law,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/19549,"BRUSSELS, 12. JUL 2005, 15:50",none
MEPs up in arms about data privacy law,HONOR MAHONY,none,none,https://euobserver.com/rule-of-law/19003,"BRUSSELS, 4. MAY 2005, 17:35",none
New report predicts boost in biometrics in Europe,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/18758,"30. MAR 2005, 18:10",none
EU ministers move forward on controversial data retention proposals,HONOR MAHONY,none,none,https://euobserver.com/rule-of-law/17906,"BRUSSELS, 3. DEC 2004, 09:45",none
Parliament supports legal action over EU-US data deal,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/16659,"BRUSSELS, 17. JUN 2004, 09:50",none
Commission: more progress needed on home affairs,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/16421,"BRUSSELS, 2. JUN 2004, 17:45",none
Parliament pressed to act on data transfer to US,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/16326,"BRUSSELS, 27. MAY 2004, 16:55",none
Controversial air data transfer deal gets go-ahead,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/16089,"BRUSSELS, 17. MAY 2004, 17:19",https://media.euobserver.com/f8b0c39283793df785f00e027498ed70-800x.jpg
EU ministers to conclude EU-US data transfer deal,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/16021,"BRUSSELS, 13. MAY 2004, 17:48",none
EU-US deal on data transfer on hold,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/15638,"BRUSSELS, 12. MAY 2004, 17:43",https://media.euobserver.com/7959e71111ed08910755bba30a0c1eea-800x.jpg
EU set to go ahead with disputed US airline data transfer,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/15609,"BRUSSELS, 12. MAY 2004, 09:55",none
EU court asked to rule on EU-US data agreement,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/15275,"STRASBOURG, 21. APR 2004, 17:14",none
Commission defends air passenger data transfer to US,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/15243,"STRASBOURG, 20. APR 2004, 09:27",none
MEPs give Commission ultimatum on data transfer to US,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/15219,"BRUSSELS, 16. APR 2004, 09:58",none
MEPs threaten court action over data transfer to US,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/15020,"BRUSSELS, 31. MAR 2004, 17:43",https://media.euobserver.com/0a58e4d43e31603657c38d801dcf0141-800x.jpg
Commission defends inclusion of biometrics in EU passports,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/14661,"BRUSSELS, 2. MAR 2004, 17:43",https://media.euobserver.com/f8b0c39283793df785f00e027498ed70-800x.jpg
TUESDAY in the European Union,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/agenda/14647,"1. MAR 2004, 17:36",none
Tentative agreement on sharing airline data,BLAKE EVANS-PRITCHARD,none,none,https://euobserver.com/news/13873,"12. DEC 2003, 09:04",https://media.euobserver.com/0a58e4d43e31603657c38d801dcf0141-800x.jpg
Most countries have failed to combat spam,MARIT RUUDA,none,none,https://euobserver.com/rule-of-law/13814,"8. DEC 2003, 09:46",none
European anti-spam rules in force,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/news/13338,"BRUSSELS, 1. NOV 2003, 14:24",none
US presses European airlines on data access,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/12619,"BRUSSELS, 10. SEP 2003, 08:52",https://media.euobserver.com/7959e71111ed08910755bba30a0c1eea-800x.jpg
Use of travellers’ data causes Atlantic divide,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/12523,"STRASBOURG, 3. SEP 2003, 09:51",https://media.euobserver.com/f8b0c39283793df785f00e027498ed70-800x.jpg
US unable to appease EU worries on data transfers,SHARON SPITERI,none,none,https://euobserver.com/rule-of-law/11130,"BRUSSELS, 7. MAY 2003, 17:42",https://media.euobserver.com/7959e71111ed08910755bba30a0c1eea-800x.jpg
My daughter - my assistant,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/news/8228,"4. NOV 2002, 08:03",none
4 EU members protest bureaucratic data directive,LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/world/7771,"3. OCT 2002, 09:01",none
Commission accused of stopping information access,HONOR MAHONY,none,none,https://euobserver.com/eu-political/7698,"27. SEP 2002, 09:12",none
Commission distances itself from surveillance proposal,HONOR MAHONY,none,none,https://euobserver.com/rule-of-law/7304,"20. AUG 2002, 21:25",none
EU-wide surveillance a possibility soon,MARCIN FRYDRYCH,none,none,https://euobserver.com/rule-of-law/7292,"20. AUG 2002, 09:03",none
More electronic surveillance in EU,BETTINA BERG,none,none,https://euobserver.com/news/7161,"2. AUG 2002, 15:00",none
Parliament gives EU states access to private data,DANIELA SPINANT,none,none,https://euobserver.com/eu-political/6475,"31. MAY 2002, 09:23",none
Big parties compromise on data surveillance law,DANIELA SPINANT,none,none,https://euobserver.com/rule-of-law/6448,"30. MAY 2002, 05:38",none
Crucial vote on data surveillance postponed,DANIELA SPINANT,none,none,https://euobserver.com/news/6226,"13. MAY 2002, 08:56",none
Parliament confirms Echelon existence,PETER KARLSEN,none,none,https://euobserver.com/news/3367,"5. SEP 2001, 16:09",none
Parliament proposes strategy against cyber-crime,DANIELA SPINANT,none,none,https://euobserver.com/news/3338,"5. SEP 2001, 09:31",none
Ministers back retention of telecomunication data,BLAKE EVANS-PRITCHARD,none,none,https://euobserver.com/news/2797,"28. JUN 2001, 13:15",none
EU privacy proposal criticised as authoritarian,BLAKE EVANS-PRITCHARD,none,none,https://euobserver.com/news/2350,"17. MAY 2001, 08:55",none
EU will not delay data privacy directive,BLAKE EVANS-PRITCHARD,none,none,https://euobserver.com/news/2225,"7. MAY 2001, 14:48",none
Draft rules on openness worse than no new rules,JENS-PETER BONDE,none,none,https://euobserver.com/news/2129,"4. MAY 2001, 07:38",none
KEY DOCUMENT,MICHAEL CASHMAN,none,none,https://euobserver.com/news/2188,"2. MAY 2001, 17:16",none
KEY DOCUMENT,"COREPER, 23. APRIL 2001",none,none,https://euobserver.com/eu-political/2111,"2. MAY 2001, 16:16",none
Expansion of data-collection is eroding EU values and rights,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital-eu/156477,"BRUSSELS, 6. JAN, 07:05",https://media.euobserver.com/9481f8e24e24b43d63d3b772469a9d61-800x.jpg
Chinese-EU digital cooperation is possible — but needs political will,YAN SHAOHUA AND YAO XU,none,none,https://euobserver.com/digital-eu/156481,"FUDAN, 5. JAN, 07:00",https://media.euobserver.com/fd5e856f4db712fe7ecc402160e1c3fd-800x.jpg
Vestager: 'Technology must not steal our time',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital-eu/156473,"BRUSSELS, 27. DEC 2022, 07:00",https://media.euobserver.com/ff79c9c762ff81e7e8417894e1319bd0-800x.jpg
"Digital EU: the Good, the Bad — and the Ugly",SHADA ISLAM,none,none,https://euobserver.com/digital-eu/156472,"BRUSSELS, 26. DEC 2022, 07:00",none
EU data protection agencies concerned over budget: 'Too small',EUOBSERVER,none,none,https://euobserver.com/tickers/156038,"13. SEP 2022, 14:40",none
EU's post-Covid billions flowing into black hole,HELENA SPONGENBERG,none,none,https://euobserver.com/rule-of-law/155379,"BARCELONA, 30. JUN 2022, 07:00",https://media.euobserver.com/d7a7fb7441fd8e5099b4c4c11284fb51-800x.jpg
How (some) EU states are copying Putin's media playbook,JASCHA GALASKI AND JONATHAN DAY,none,none,https://euobserver.com/opinion/154590,"BERLIN, 25. MAR 2022, 18:07",https://media.euobserver.com/deff9566b13f14c55a55bb6e2702b1fa-800x.jpg
Digital marketing should rejoice at more EU regulation,ANDREAS MARCKMANN ANDREASSEN,none,none,https://euobserver.com/opinion/154159,"COPENHAGEN, 24. JAN 2022, 07:04",https://media.euobserver.com/e921513ac9e234e23c6cd9b6ac3a1bd6-800x.jpg
True value of digital advertising has come into sharp relief,GREG MROCZKOWSKI,none,none,https://euobserver.com/stakeholders/153775,"BRUSSELS, 10. DEC 2021, 07:00",https://media.euobserver.com/210dd9550167d4d8687a71507e58a6a2-800x.jpg
What EU political ads regulation will - and will not - deliver,KEN GODFREY,none,none,https://euobserver.com/opinion/153649,"BRUSSELS, 29. NOV 2021, 07:08",https://media.euobserver.com/84673eb8d98d5bdaff8ade06e4d48c7f-800x.jpg
Progress on new rules brings EU 'closer to a fair tech market',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/153606,"BRUSSELS, 24. NOV 2021, 07:13",https://media.euobserver.com/9cd1af1d1cd5e8c20dd9c6ef2046b401-800x.jpg
EU top court affirms national data watchdogs' power,EUOBSERVER,none,none,https://euobserver.com/tickers/152153,"16. JUN 2021, 07:03",none
Covid-19 pandemic - why was the ECDC so ineffective?,GEORGE GRIFFIN,none,none,https://euobserver.com/opinion/152036,"BRUSSELS, 4. JUN 2021, 07:07",https://media.euobserver.com/8110ca71cbacecbcb387e2b8ab170f03-800x.jpg
EU seeks global AI leadership with new rules,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/151623,"BRUSSELS, 22. APR 2021, 07:04",https://media.euobserver.com/d3b451a49673f06d431c52244f9d7ede-800x.jpg
Doubts over EU Parliament's new 'fingerprint' plan,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/151423,"BRUSSELS, 1. APR 2021, 07:04",https://media.euobserver.com/60061cf3fcf3e1a546fdccb661be663b-800x.jpg
France 'got its way' as Portugal ends e-Privacy deadlock,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital/150904,"BRUSSELS, 12. FEB 2021, 07:14",https://media.euobserver.com/8f9365989060cd8a7a759c9857de920f-800x.jpg
Norway watchdog fines Grindr €10m,EUOBSERVER,none,none,https://euobserver.com/tickers/150739,"27. JAN 2021, 07:11",none
How to fix EU's weak Digital Services and Markets Acts,STEVEN HILL,none,none,https://euobserver.com/opinion/150610,"SAN FRANSISCO, 15. JAN 2021, 07:03",https://media.euobserver.com/02124f2040dee3bc784305670b25218f-800x.jpg
2013: Snowden was 'wake-up call' for GDPR,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/20th-anniversary/150050,"BRUSSELS, 29. DEC 2020, 08:17",https://media.euobserver.com/bf56d2102d908f315c770e67bbb19e44-800x.jpg
EU's opportunity to curb online politics ads,SAM VAN DER STAAK,none,none,https://euobserver.com/opinion/150226,"STOCKHOLM, 2. DEC 2020, 07:06",https://media.euobserver.com/f9fdca1790698fb48b948d7e714c3091-800x.jpg
"EU unveils new data rules, including 'data-altruism' clause",ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital/150191,"BRUSSELS, 26. NOV 2020, 07:04",https://media.euobserver.com/707a066cd8f55ad3e08113d713e254db-800x.jpg
Buyer beware! Online pet sales in EU need better regulation,MARTIN HOJSÍK AND PETRAS AUSTREVIČIUS,none,none,https://euobserver.com/opinion/150114,"BRATISLAVA/VILNIUS, 20. NOV 2020, 07:17",https://media.euobserver.com/db2864f483075a2c062de80237b9e21b-800x.jpg
EU vs US tech agenda under Biden,ZUZANA PISOŇ,none,none,https://euobserver.com/opinion/150066,"BRATISLAVA, 16. NOV 2020, 07:06",https://media.euobserver.com/42f56eac05fbc41db366d8c2a2fdf448-800x.jpg
"EU Commission sticks to €20bn AI target, despite Covid",ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital/149890,"BRUSSELS, 28. OCT 2020, 07:02",https://media.euobserver.com/847d0e2659371931d046d28b20a8d1b0-800x.jpg
